duration,start_time,start_stn,start_term,end_time,end_stn,end_term,bikenum,user,zipcode
177,2/5/14 23:07,Arena Green / SAP Center,14,2/5/14 23:10,Santa Clara at Almaden,4,650,Subscriber,95113
1993,2/5/14 23:29,San Jose City Hall,10,2/6/14 0:02,San Jose Civic Center,3,78,Customer,95136
432,2/6/14 7:28,St James Park,13,2/6/14 7:35,San Jose Diridon Caltrain Station,2,649,Subscriber,95112
602,2/6/14 7:37,San Jose Diridon Caltrain Station,2,2/6/14 7:47,San Jose City Hall,10,133,Subscriber,94502
275,2/6/14 8:04,San Jose Diridon Caltrain Station,2,2/6/14 8:09,Santa Clara at Almaden,4,672,Subscriber,94041
399,2/6/14 8:52,Santa Clara at Almaden,4,2/6/14 8:58,SJSU 4th at San Carlos,12,650,Subscriber,95110
146,2/6/14 8:57,San Salvador at 1st,8,2/6/14 8:59,SJSU 4th at San Carlos,12,717,Subscriber,95112
438,2/6/14 9:16,San Jose Diridon Caltrain Station,2,2/6/14 9:23,St James Park,13,307,Subscriber,94108
184,2/6/14 10:04,Santa Clara at Almaden,4,2/6/14 10:07,Arena Green / SAP Center,14,37,Subscriber,95113
303,2/6/14 11:37,MLK Library,11,2/6/14 11:42,San Salvador at 1st,8,663,Subscriber,95112
304,2/6/14 11:53,San Jose City Hall,10,2/6/14 11:58,San Salvador at 1st,8,14,Subscriber,95113
254,2/6/14 12:42,San Salvador at 1st,8,2/6/14 12:46,MLK Library,11,14,Subscriber,95113
416,2/6/14 15:54,SJSU - San Salvador at 9th,16,2/6/14 16:01,MLK Library,11,657,Subscriber,95112
484,2/6/14 16:07,San Jose City Hall,10,2/6/14 16:15,San Jose Diridon Caltrain Station,2,175,Subscriber,94502
339,2/6/14 16:52,San Pedro Square,6,2/6/14 16:58,San Jose Diridon Caltrain Station,2,46,Subscriber,94002
238,2/6/14 16:52,Arena Green / SAP Center,14,2/6/14 16:56,Santa Clara at Almaden,4,37,Subscriber,95113
240,2/6/14 16:57,SJSU 4th at San Carlos,12,2/6/14 17:01,SJSU - San Salvador at 9th,16,96,Subscriber,94044
268,2/6/14 17:06,San Jose City Hall,10,2/6/14 17:11,San Salvador at 1st,8,140,Subscriber,95113
259,2/6/14 17:19,Santa Clara at Almaden,4,2/6/14 17:23,San Jose Diridon Caltrain Station,2,72,Subscriber,94403
279,2/6/14 17:32,Santa Clara at Almaden,4,2/6/14 17:37,San Jose Diridon Caltrain Station,2,37,Subscriber,94041
409,2/6/14 17:34,St James Park,13,2/6/14 17:41,San Jose Diridon Caltrain Station,2,307,Subscriber,94108
500,2/6/14 19:15,San Jose Diridon Caltrain Station,2,2/6/14 19:24,Paseo de San Antonio,7,214,Subscriber,95113
298,2/6/14 19:20,MLK Library,11,2/6/14 19:25,Paseo de San Antonio,7,86,Subscriber,95112
472,2/6/14 19:35,Paseo de San Antonio,7,2/6/14 19:43,SJSU - San Salvador at 9th,16,86,Subscriber,95112
586,2/6/14 19:40,San Jose Diridon Caltrain Station,2,2/6/14 19:50,SJSU - San Salvador at 9th,16,308,Subscriber,95112
374,2/7/14 0:10,San Jose Diridon Caltrain Station,2,2/7/14 0:17,San Pedro Square,6,705,Subscriber,95110
563,2/7/14 1:32,San Jose Diridon Caltrain Station,2,2/7/14 1:41,Japantown,9,649,Subscriber,95112
479,2/7/14 6:54,SJSU - San Salvador at 9th,16,2/7/14 7:02,San Jose Diridon Caltrain Station,2,47,Subscriber,95112
456,2/7/14 7:16,Paseo de San Antonio,7,2/7/14 7:24,Japantown,9,133,Subscriber,95112
190,2/7/14 7:29,Santa Clara at Almaden,4,2/7/14 7:32,San Jose Diridon Caltrain Station,2,672,Subscriber,95110
434,2/7/14 7:42,San Jose Diridon Caltrain Station,2,2/7/14 7:49,San Pedro Square,6,684,Subscriber,94002
937,2/7/14 7:49,San Jose Diridon Caltrain Station,2,2/7/14 8:05,San Jose City Hall,10,175,Subscriber,94502
407,2/7/14 7:51,Paseo de San Antonio,7,2/7/14 7:57,San Jose Diridon Caltrain Station,2,148,Subscriber,95112
215,2/7/14 8:03,San Salvador at 1st,8,2/7/14 8:07,MLK Library,11,140,Subscriber,95113
349,2/7/14 8:04,San Jose Diridon Caltrain Station,2,2/7/14 8:10,San Pedro Square,6,47,Subscriber,95377
561,2/7/14 8:34,San Jose Diridon Caltrain Station,2,2/7/14 8:43,Santa Clara at Almaden,4,150,Subscriber,95120
79,2/7/14 9:10,Santa Clara at Almaden,4,2/7/14 9:11,Adobe on Almaden,5,650,Subscriber,95110
435,2/7/14 9:19,San Jose Diridon Caltrain Station,2,2/7/14 9:27,St James Park,13,37,Subscriber,94108
252,2/7/14 9:33,SJSU - San Salvador at 9th,16,2/7/14 9:37,Paseo de San Antonio,7,654,Subscriber,95126
142,2/7/14 9:38,San Jose Civic Center,3,2/7/14 9:40,SJSU 4th at San Carlos,12,139,Subscriber,95110
269,2/7/14 9:42,San Jose Diridon Caltrain Station,2,2/7/14 9:47,Santa Clara at Almaden,4,307,Subscriber,94103
468,2/7/14 10:52,San Jose Civic Center,3,2/7/14 11:00,SJSU 4th at San Carlos,12,163,Customer,93301
365,2/7/14 12:22,San Pedro Square,6,2/7/14 12:28,Paseo de San Antonio,7,263,Subscriber,95110
449,2/7/14 12:43,Paseo de San Antonio,7,2/7/14 12:50,San Pedro Square,6,263,Subscriber,95110
363,2/7/14 13:15,SJSU 4th at San Carlos,12,2/7/14 13:21,San Jose Civic Center,3,717,Customer,93301
713,2/7/14 15:50,MLK Library,11,2/7/14 16:02,San Jose Diridon Caltrain Station,2,657,Customer,95051
269,2/7/14 16:28,Santa Clara at Almaden,4,2/7/14 16:33,San Jose Diridon Caltrain Station,2,307,Subscriber,94103
696,2/7/14 16:36,Japantown,9,2/7/14 16:48,Santa Clara at Almaden,4,133,Subscriber,95112
597,2/7/14 16:36,Japantown,9,2/7/14 16:46,San Pedro Square,6,649,Subscriber,95112
371,2/7/14 16:56,Paseo de San Antonio,7,2/7/14 17:02,San Pedro Square,6,88,Subscriber,95112
1401,2/7/14 17:10,Paseo de San Antonio,7,2/7/14 17:34,Paseo de San Antonio,7,249,Subscriber,95126
411,2/7/14 17:11,San Jose Diridon Caltrain Station,2,2/7/14 17:18,Santa Clara at Almaden,4,684,Subscriber,95110
387,2/7/14 17:34,SJSU 4th at San Carlos,12,2/7/14 17:41,Santa Clara at Almaden,4,139,Subscriber,95110
563,2/7/14 18:39,San Jose Diridon Caltrain Station,2,2/7/14 18:48,MLK Library,11,710,Subscriber,94301
511,2/7/14 19:13,San Jose Diridon Caltrain Station,2,2/7/14 19:21,St James Park,13,148,Subscriber,95112
240,2/7/14 19:25,Santa Clara at Almaden,4,2/7/14 19:29,Arena Green / SAP Center,14,684,Subscriber,95112
258,2/7/14 19:25,Santa Clara at Almaden,4,2/7/14 19:29,Arena Green / SAP Center,14,139,Subscriber,95112
714,2/7/14 19:39,San Jose Diridon Caltrain Station,2,2/7/14 19:51,SJSU - San Salvador at 9th,16,46,Subscriber,95112
1784,2/7/14 21:43,San Salvador at 1st,8,2/7/14 22:13,San Jose City Hall,10,21,Customer,95054
587,2/7/14 22:13,SJSU 4th at San Carlos,12,2/7/14 22:22,San Jose Diridon Caltrain Station,2,104,Subscriber,94301
614,2/7/14 22:19,Arena Green / SAP Center,14,2/7/14 22:30,San Salvador at 1st,8,642,Subscriber,95112
616,2/7/14 22:20,Arena Green / SAP Center,14,2/7/14 22:30,San Salvador at 1st,8,209,Subscriber,95112
167,2/7/14 23:14,Arena Green / SAP Center,14,2/7/14 23:17,Santa Clara at Almaden,4,255,Subscriber,95113
271,2/7/14 23:38,San Salvador at 1st,8,2/7/14 23:43,Paseo de San Antonio,7,209,Subscriber,95112
749,2/7/14 23:39,San Salvador at 1st,8,2/7/14 23:52,Japantown,9,642,Subscriber,95112
189,2/8/14 2:58,Santa Clara at Almaden,4,2/8/14 3:01,San Pedro Square,6,698,Subscriber,95110
228,2/8/14 9:45,San Pedro Square,6,2/8/14 9:49,St James Park,13,254,Subscriber,95113
369,2/8/14 12:49,San Pedro Square,6,2/8/14 12:55,MLK Library,11,47,Subscriber,95110
350,2/8/14 13:09,MLK Library,11,2/8/14 13:14,San Jose Civic Center,3,59,Subscriber,95110
322,2/8/14 13:55,San Jose Diridon Caltrain Station,2,2/8/14 14:00,Santa Clara at Almaden,4,255,Subscriber,95113
683,2/8/14 14:06,Paseo de San Antonio,7,2/8/14 14:18,San Pedro Square,6,202,Customer,95126
625,2/8/14 14:07,Paseo de San Antonio,7,2/8/14 14:17,San Pedro Square,6,190,Customer,95126
613,2/8/14 14:24,Paseo de San Antonio,7,2/8/14 14:34,Japantown,9,209,Subscriber,95112
940,2/8/14 14:32,San Pedro Square,6,2/8/14 14:48,San Jose Diridon Caltrain Station,2,185,Customer,95126
499,2/8/14 14:41,San Pedro Square,6,2/8/14 14:50,San Jose Diridon Caltrain Station,2,202,Subscriber,95110
1406,2/8/14 15:05,San Jose Diridon Caltrain Station,2,2/8/14 15:28,Japantown,9,185,Customer,94040
200,2/8/14 16:29,Santa Clara at Almaden,4,2/8/14 16:32,Arena Green / SAP Center,14,255,Subscriber,95113
550,2/8/14 17:03,Paseo de San Antonio,7,2/8/14 17:12,San Jose Diridon Caltrain Station,2,654,Subscriber,95112
779,2/8/14 17:29,SJSU 4th at San Carlos,12,2/8/14 17:42,San Jose Diridon Caltrain Station,2,219,Customer,93003
56150,2/8/14 18:00,San Jose Diridon Caltrain Station,2,2/9/14 9:35,San Jose Diridon Caltrain Station,2,104,Customer,7029
323,2/8/14 18:21,Paseo de San Antonio,7,2/8/14 18:26,St James Park,13,109,Subscriber,95112
707,2/8/14 18:39,St James Park,13,2/8/14 18:51,San Jose Diridon Caltrain Station,2,37,Customer,94040
236,2/8/14 23:06,Arena Green / SAP Center,14,2/8/14 23:10,Santa Clara at Almaden,4,139,Subscriber,95113
464,2/9/14 1:40,San Jose Diridon Caltrain Station,2,2/9/14 1:48,Paseo de San Antonio,7,88,Subscriber,95112
195,2/9/14 3:02,Santa Clara at Almaden,4,2/9/14 3:05,San Pedro Square,6,133,Subscriber,95110
164,2/9/14 9:04,San Pedro Square,6,2/9/14 9:07,St James Park,13,133,Subscriber,95113
193,2/9/14 11:20,St James Park,13,2/9/14 11:24,San Pedro Square,6,130,Subscriber,95113
422,2/9/14 12:41,Japantown,9,2/9/14 12:48,MLK Library,11,44,Subscriber,95112
560,2/9/14 12:50,San Jose Diridon Caltrain Station,2,2/9/14 12:59,San Jose Diridon Caltrain Station,2,37,Subscriber,94040
762,2/9/14 13:22,San Jose Diridon Caltrain Station,2,2/9/14 13:35,SJSU - San Salvador at 9th,16,657,Subscriber,95126
216,2/9/14 14:23,SJSU - San Salvador at 9th,16,2/9/14 14:26,SJSU 4th at San Carlos,12,86,Subscriber,94044
267,2/9/14 15:41,Santa Clara at Almaden,4,2/9/14 15:46,Paseo de San Antonio,7,301,Subscriber,95110
810,2/9/14 15:42,SJSU - San Salvador at 9th,16,2/9/14 15:56,San Jose Diridon Caltrain Station,2,27,Subscriber,95126
303,2/9/14 15:58,Paseo de San Antonio,7,2/9/14 16:03,Santa Clara at Almaden,4,301,Subscriber,95110
288,2/10/14 5:33,Santa Clara at Almaden,4,2/10/14 5:38,San Jose Diridon Caltrain Station,2,139,Subscriber,95110
522,2/10/14 5:40,SJSU 4th at San Carlos,12,2/10/14 5:49,San Pedro Square,6,715,Subscriber,95110
452,2/10/14 6:31,St James Park,13,2/10/14 6:39,San Jose Diridon Caltrain Station,2,148,Subscriber,95112
504,2/10/14 6:51,SJSU - San Salvador at 9th,16,2/10/14 6:59,San Jose Diridon Caltrain Station,2,60,Subscriber,95112
256,2/10/14 6:57,San Jose Diridon Caltrain Station,2,2/10/14 7:02,Santa Clara at Almaden,4,663,Subscriber,95020
783,2/10/14 7:33,San Jose Diridon Caltrain Station,2,2/10/14 7:46,San Jose City Hall,10,307,Subscriber,94502
628,2/10/14 8:13,San Jose Diridon Caltrain Station,2,2/10/14 8:23,MLK Library,11,202,Customer,95051
343,2/10/14 8:17,San Jose Diridon Caltrain Station,2,2/10/14 8:23,Santa Clara at Almaden,4,60,Subscriber,94103
203,2/10/14 8:45,San Jose Diridon Caltrain Station,2,2/10/14 8:49,Santa Clara at Almaden,4,139,Subscriber,95126
328,2/10/14 8:48,San Jose Diridon Caltrain Station,2,2/10/14 8:53,San Pedro Square,6,37,Subscriber,94002
305,2/10/14 8:51,San Salvador at 1st,8,2/10/14 8:56,MLK Library,11,680,Subscriber,95112
381,2/10/14 8:53,Santa Clara at Almaden,4,2/10/14 9:00,SJSU 4th at San Carlos,12,663,Subscriber,95110
482,2/10/14 8:59,San Jose Civic Center,3,2/10/14 9:07,San Jose Diridon Caltrain Station,2,717,Subscriber,95113
282,2/10/14 10:01,San Jose Diridon Caltrain Station,2,2/10/14 10:06,Adobe on Almaden,5,148,Subscriber,94105
782,2/10/14 11:54,Japantown,9,2/10/14 12:07,SJSU 4th at San Carlos,12,209,Subscriber,95112
173,2/10/14 11:56,San Jose City Hall,10,2/10/14 11:59,SJSU 4th at San Carlos,12,307,Subscriber,95112
134,2/10/14 12:14,SJSU 4th at San Carlos,12,2/10/14 12:16,MLK Library,11,307,Subscriber,95112
527,2/10/14 12:43,San Jose Diridon Caltrain Station,2,2/10/14 12:51,San Jose Civic Center,3,27,Subscriber,95113
508,2/10/14 13:08,San Pedro Square,6,2/10/14 13:16,Japantown,9,649,Subscriber,95112
212,2/10/14 13:28,MLK Library,11,2/10/14 13:31,Paseo de San Antonio,7,680,Subscriber,95112
130,2/10/14 13:40,Paseo de San Antonio,7,2/10/14 13:42,San Salvador at 1st,8,680,Subscriber,95112
477,2/10/14 14:03,San Jose Diridon Caltrain Station,2,2/10/14 14:11,MLK Library,11,672,Subscriber,95062
809,2/10/14 14:08,Paseo de San Antonio,7,2/10/14 14:21,Japantown,9,55,Subscriber,95113
755,2/10/14 14:08,Paseo de San Antonio,7,2/10/14 14:20,Japantown,9,214,Subscriber,95113
1338,2/10/14 15:01,Japantown,9,2/10/14 15:24,Paseo de San Antonio,7,709,Subscriber,95113
1310,2/10/14 15:02,Japantown,9,2/10/14 15:23,Paseo de San Antonio,7,262,Subscriber,95113
240,2/10/14 15:54,SJSU - San Salvador at 9th,16,2/10/14 15:58,SJSU 4th at San Carlos,12,96,Subscriber,94044
529,2/10/14 16:06,San Jose City Hall,10,2/10/14 16:15,San Jose Diridon Caltrain Station,2,52,Subscriber,94502
353,2/10/14 16:07,SJSU 4th at San Carlos,12,2/10/14 16:13,Santa Clara at Almaden,4,663,Subscriber,95110
354,2/10/14 16:51,San Pedro Square,6,2/10/14 16:57,San Jose Diridon Caltrain Station,2,37,Subscriber,94002
232,2/10/14 17:04,San Jose City Hall,10,2/10/14 17:08,San Salvador at 1st,8,660,Subscriber,95113
471,2/10/14 17:05,San Jose Diridon Caltrain Station,2,2/10/14 17:13,San Jose Civic Center,3,191,Subscriber,95113
269,2/10/14 17:11,San Jose Diridon Caltrain Station,2,2/10/14 17:15,Santa Clara at Almaden,4,301,Subscriber,95110
280,2/10/14 17:25,Adobe on Almaden,5,2/10/14 17:30,San Jose Diridon Caltrain Station,2,208,Subscriber,94105
427,2/10/14 17:34,St James Park,13,2/10/14 17:42,San Jose Diridon Caltrain Station,2,109,Subscriber,94108
773,2/10/14 17:39,San Jose Diridon Caltrain Station,2,2/10/14 17:51,St James Park,13,208,Subscriber,95112
503,2/10/14 17:39,San Jose Diridon Caltrain Station,2,2/10/14 17:47,Paseo de San Antonio,7,52,Subscriber,95113
148,2/10/14 17:41,Paseo de San Antonio,7,2/10/14 17:44,San Jose City Hall,10,262,Subscriber,95113
638,2/10/14 17:46,MLK Library,11,2/10/14 17:57,San Jose Diridon Caltrain Station,2,202,Customer,95051
269,2/10/14 17:49,San Pedro Square,6,2/10/14 17:54,San Jose City Hall,10,93,Subscriber,95113
243,2/10/14 17:56,SJSU - San Salvador at 9th,16,2/10/14 18:00,MLK Library,11,159,Subscriber,95112
290,2/10/14 18:21,Santa Clara at Almaden,4,2/10/14 18:26,San Jose Diridon Caltrain Station,2,60,Subscriber,94103
1519,2/10/14 18:24,San Jose Diridon Caltrain Station,2,2/10/14 18:49,SJSU - San Salvador at 9th,16,37,Subscriber,95066
368,2/10/14 18:43,San Salvador at 1st,8,2/10/14 18:49,SJSU - San Salvador at 9th,16,672,Subscriber,95112
667,2/10/14 19:11,Paseo de San Antonio,7,2/10/14 19:22,SJSU - San Salvador at 9th,16,117,Subscriber,95112
658,2/10/14 19:21,San Jose Diridon Caltrain Station,2,2/10/14 19:32,SJSU - San Salvador at 9th,16,109,Subscriber,95112
324,2/10/14 20:45,MLK Library,11,2/10/14 20:51,SJSU - San Salvador at 9th,16,159,Subscriber,95112
283,2/10/14 21:27,SJSU 4th at San Carlos,12,2/10/14 21:31,SJSU - San Salvador at 9th,16,20,Subscriber,94044
571,2/10/14 21:29,San Jose Diridon Caltrain Station,2,2/10/14 21:38,Japantown,9,297,Subscriber,95112
127342,2/10/14 23:16,Paseo de San Antonio,7,2/12/14 10:39,SJSU 4th at San Carlos,12,249,Customer,95112
275,2/11/14 5:32,Santa Clara at Almaden,4,2/11/14 5:37,San Jose Diridon Caltrain Station,2,663,Subscriber,95110
410,2/11/14 6:19,San Jose Civic Center,3,2/11/14 6:26,San Jose Diridon Caltrain Station,2,27,Subscriber,95113
420,2/11/14 6:51,St James Park,13,2/11/14 6:58,San Jose Diridon Caltrain Station,2,208,Subscriber,95112
474,2/11/14 6:53,SJSU - San Salvador at 9th,16,2/11/14 7:01,San Jose Diridon Caltrain Station,2,109,Subscriber,95112
221,2/11/14 7:02,San Jose Diridon Caltrain Station,2,2/11/14 7:05,Santa Clara at Almaden,4,663,Subscriber,95020
1016,2/11/14 7:16,Paseo de San Antonio,7,2/11/14 7:33,Japantown,9,129,Subscriber,95112
225,2/11/14 7:31,San Jose Diridon Caltrain Station,2,2/11/14 7:35,Adobe on Almaden,5,104,Subscriber,94040
622,2/11/14 7:38,MLK Library,11,2/11/14 7:48,San Jose Diridon Caltrain Station,2,211,Subscriber,95112
470,2/11/14 7:45,San Jose Diridon Caltrain Station,2,2/11/14 7:53,San Pedro Square,6,27,Subscriber,94110
234,2/11/14 8:01,San Salvador at 1st,8,2/11/14 8:05,MLK Library,11,660,Subscriber,95113
237,2/11/14 8:14,San Jose Diridon Caltrain Station,2,2/11/14 8:18,Santa Clara at Almaden,4,208,Subscriber,94107
517,2/11/14 8:20,St James Park,13,2/11/14 8:29,San Salvador at 1st,8,254,Customer,22301
120,2/11/14 8:56,San Salvador at 1st,8,2/11/14 8:58,SJSU 4th at San Carlos,12,10,Subscriber,95112
410,2/11/14 8:57,Santa Clara at Almaden,4,2/11/14 9:04,SJSU 4th at San Carlos,12,663,Subscriber,95110
424,2/11/14 9:19,San Jose Diridon Caltrain Station,2,2/11/14 9:26,St James Park,13,109,Subscriber,94108
813,2/11/14 9:38,Japantown,9,2/11/14 9:52,Paseo de San Antonio,7,55,Subscriber,95112
10296,2/11/14 10:03,Arena Green / SAP Center,14,2/11/14 12:55,SJSU 4th at San Carlos,12,685,Customer,7960
133,2/11/14 10:06,MLK Library,11,2/11/14 10:08,San Jose City Hall,10,207,Subscriber,95112
360,2/11/14 10:51,MLK Library,11,2/11/14 10:57,San Salvador at 1st,8,307,Subscriber,95112
623,2/11/14 11:05,Japantown,9,2/11/14 11:15,MLK Library,11,214,Subscriber,95112
290,2/11/14 11:25,San Jose City Hall,10,2/11/14 11:29,San Salvador at 1st,8,262,Subscriber,95113
482,2/11/14 11:53,MLK Library,11,2/11/14 12:01,Japantown,9,214,Subscriber,94041
424,2/11/14 11:54,MLK Library,11,2/11/14 12:01,Japantown,9,710,Subscriber,94041
406,2/11/14 12:03,San Salvador at 1st,8,2/11/14 12:10,San Jose City Hall,10,307,Subscriber,95112
278,2/11/14 12:04,San Salvador at 1st,8,2/11/14 12:09,MLK Library,11,262,Subscriber,95113
930,2/11/14 12:26,MLK Library,11,2/11/14 12:42,San Jose City Hall,10,44,Subscriber,95112
416,2/11/14 12:52,Japantown,9,2/11/14 12:59,San Jose City Hall,10,129,Subscriber,94041
552,2/11/14 12:52,Japantown,9,2/11/14 13:01,SJSU 4th at San Carlos,12,214,Subscriber,94041
203,2/11/14 13:45,Santa Clara at Almaden,4,2/11/14 13:49,Arena Green / SAP Center,14,301,Subscriber,95113
143,2/11/14 14:03,MLK Library,11,2/11/14 14:05,Paseo de San Antonio,7,262,Subscriber,95112
327,2/11/14 14:10,Paseo de San Antonio,7,2/11/14 14:16,San Jose City Hall,10,262,Subscriber,95112
68778,2/11/14 15:16,MLK Library,11,2/12/14 10:23,MLK Library,11,140,Subscriber,95112
939,2/11/14 15:26,San Pedro Square,6,2/11/14 15:42,San Jose Government Center,80,27,Subscriber,95110
334,2/11/14 15:45,MLK Library,11,2/11/14 15:50,San Jose City Hall,10,14,Subscriber,95112
1142,2/11/14 15:46,San Jose Government Center,80,2/11/14 16:05,San Pedro Square,6,99,Subscriber,95110
324,2/11/14 16:27,Santa Clara at Almaden,4,2/11/14 16:32,San Jose Diridon Caltrain Station,2,208,Subscriber,95020
354,2/11/14 16:30,San Pedro Square,6,2/11/14 16:36,San Jose Diridon Caltrain Station,2,242,Subscriber,94110
659,2/11/14 16:42,Japantown,9,2/11/14 16:53,Santa Clara at Almaden,4,710,Subscriber,95112
356,2/11/14 16:46,San Pedro Square,6,2/11/14 16:52,San Jose Diridon Caltrain Station,2,698,Subscriber,94002
244,2/11/14 17:05,San Jose City Hall,10,2/11/14 17:09,San Salvador at 1st,8,262,Subscriber,95113
589,2/11/14 17:07,San Jose Diridon Caltrain Station,2,2/11/14 17:17,Paseo de San Antonio,7,208,Subscriber,95113
569,2/11/14 17:08,San Jose Diridon Caltrain Station,2,2/11/14 17:17,San Jose Civic Center,3,37,Subscriber,95113
330,2/11/14 17:08,San Jose Diridon Caltrain Station,2,2/11/14 17:13,Santa Clara at Almaden,4,211,Subscriber,95110
430,2/11/14 17:35,St James Park,13,2/11/14 17:42,San Jose Diridon Caltrain Station,2,229,Subscriber,94108
249,2/11/14 17:58,Adobe on Almaden,5,2/11/14 18:02,San Jose Diridon Caltrain Station,2,127,Subscriber,94301
226,2/11/14 18:17,Santa Clara at Almaden,4,2/11/14 18:21,San Jose Diridon Caltrain Station,2,150,Subscriber,94158
583,2/11/14 18:37,San Jose Diridon Caltrain Station,2,2/11/14 18:47,Paseo de San Antonio,7,698,Subscriber,95113
659,2/11/14 19:13,San Jose Diridon Caltrain Station,2,2/11/14 19:24,SJSU - San Salvador at 9th,16,229,Subscriber,95112
509,2/11/14 19:14,San Jose Diridon Caltrain Station,2,2/11/14 19:22,MLK Library,11,60,Subscriber,95112
360,2/11/14 19:45,MLK Library,11,2/11/14 19:51,SJSU - San Salvador at 9th,16,176,Subscriber,95112
796,2/11/14 21:02,San Jose Diridon Caltrain Station,2,2/11/14 21:15,SJSU - San Salvador at 9th,16,127,Subscriber,95112
839,2/11/14 21:03,San Jose Diridon Caltrain Station,2,2/11/14 21:17,Japantown,9,219,Subscriber,95112
493,2/11/14 21:08,Paseo de San Antonio,7,2/11/14 21:16,Japantown,9,55,Subscriber,95112
218,2/11/14 23:26,Arena Green / SAP Center,14,2/11/14 23:30,Santa Clara at Almaden,4,301,Subscriber,95113
214,2/11/14 23:26,Arena Green / SAP Center,14,2/11/14 23:30,Santa Clara at Almaden,4,123,Subscriber,95113
274,2/12/14 1:46,SJSU 4th at San Carlos,12,2/12/14 1:51,SJSU - San Salvador at 9th,16,26,Subscriber,95112
289,2/12/14 5:33,Santa Clara at Almaden,4,2/12/14 5:38,San Jose Diridon Caltrain Station,2,211,Subscriber,95110
479,2/12/14 7:16,Paseo de San Antonio,7,2/12/14 7:24,Japantown,9,698,Subscriber,95112
213,2/12/14 7:28,San Jose Diridon Caltrain Station,2,2/12/14 7:31,Santa Clara at Almaden,4,139,Subscriber,94158
590,2/12/14 7:29,San Jose City Hall,10,2/12/14 7:39,San Jose Diridon Caltrain Station,2,93,Subscriber,95113
692,2/12/14 7:33,San Jose Diridon Caltrain Station,2,2/12/14 7:44,San Jose City Hall,10,242,Subscriber,94502
585,2/12/14 7:43,SJSU - San Salvador at 9th,16,2/12/14 7:52,San Jose Diridon Caltrain Station,2,229,Subscriber,95112
404,2/12/14 7:44,San Jose Diridon Caltrain Station,2,2/12/14 7:51,San Pedro Square,6,93,Subscriber,94002
483,2/12/14 7:47,Paseo de San Antonio,7,2/12/14 7:55,San Jose Diridon Caltrain Station,2,52,Subscriber,95112
548,2/12/14 7:58,San Pedro Square,6,2/12/14 8:07,San Jose Diridon Caltrain Station,2,190,Subscriber,95135
420,2/12/14 8:05,San Jose Diridon Caltrain Station,2,2/12/14 8:12,San Jose Civic Center,3,52,Subscriber,94108
249,2/12/14 8:05,San Salvador at 1st,8,2/12/14 8:09,MLK Library,11,262,Subscriber,95113
632,2/12/14 8:14,San Jose Diridon Caltrain Station,2,2/12/14 8:24,MLK Library,11,717,Subscriber,94041
550,2/12/14 8:22,San Jose Civic Center,3,2/12/14 8:31,San Jose Diridon Caltrain Station,2,191,Subscriber,95113
221,2/12/14 8:42,San Jose Diridon Caltrain Station,2,2/12/14 8:45,Adobe on Almaden,5,229,Subscriber,94002
158,2/12/14 8:54,San Salvador at 1st,8,2/12/14 8:57,SJSU 4th at San Carlos,12,647,Subscriber,95112
419,2/12/14 9:18,San Jose Diridon Caltrain Station,2,2/12/14 9:25,St James Park,13,202,Subscriber,94108
301,2/12/14 9:50,Santa Clara at Almaden,4,2/12/14 9:55,SJSU 4th at San Carlos,12,301,Subscriber,95110
215,2/12/14 10:03,San Jose Diridon Caltrain Station,2,2/12/14 10:06,Adobe on Almaden,5,56,Subscriber,94040
186,2/12/14 10:18,Santa Clara at Almaden,4,2/12/14 10:21,Arena Green / SAP Center,14,211,Subscriber,95113
419,2/12/14 10:37,San Jose Diridon Caltrain Station,2,2/12/14 10:44,Paseo de San Antonio,7,150,Subscriber,94110
190,2/12/14 10:40,Santa Clara at Almaden,4,2/12/14 10:43,Arena Green / SAP Center,14,123,Subscriber,95113
235,2/12/14 11:37,San Jose City Hall,10,2/12/14 11:41,San Salvador at 1st,8,14,Subscriber,95113
338,2/12/14 11:50,San Salvador at 1st,8,2/12/14 11:56,San Jose City Hall,10,229,Subscriber,95070
509,2/12/14 11:54,MLK Library,11,2/12/14 12:02,Japantown,9,140,Subscriber,95112
255,2/12/14 12:00,San Jose City Hall,10,2/12/14 12:04,Adobe on Almaden,5,242,Subscriber,95112
765,2/12/14 12:04,Adobe on Almaden,5,2/12/14 12:17,San Jose Civic Center,3,242,Subscriber,95112
251,2/12/14 12:06,San Jose City Hall,10,2/12/14 12:11,San Salvador at 1st,8,229,Subscriber,95112
292,2/12/14 12:20,San Salvador at 1st,8,2/12/14 12:25,MLK Library,11,14,Subscriber,95113
144,2/12/14 12:28,SJSU 4th at San Carlos,12,2/12/14 12:30,MLK Library,11,663,Subscriber,95112
516,2/12/14 13:14,San Jose Diridon Caltrain Station,2,2/12/14 13:23,San Pedro Square,6,190,Subscriber,94609
436,2/12/14 13:33,San Pedro Square,6,2/12/14 13:40,Paseo de San Antonio,7,190,Subscriber,94609
490,2/12/14 14:49,Santa Clara at Almaden,4,2/12/14 14:58,San Salvador at 1st,8,139,Subscriber,95125
349,2/12/14 15:48,SJSU - San Salvador at 9th,16,2/12/14 15:53,Paseo de San Antonio,7,92,Subscriber,95110
498,2/12/14 15:52,Paseo de San Antonio,7,2/12/14 16:00,SJSU - San Salvador at 9th,16,657,Subscriber,95112
